Detail 1.1.1 ,,,,,,,,,
"Window Wall System ""½ Spandrel Panel Clear Wall with No Interior Stud Cavity Insulation",,,,,,,,,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),Total EC for thickness,Assembly total EC
1,Interior Films1,-,-,R-0.6 to R-1.1 (0.12 to 0.20 RSI),-,-,0.8,0.0000008,92.72084041
2,Wood Sill,"1 1/4""½ (30)",0.69 (0.10),-,27.8 (445),0.45 (1880),218,6.54,
3,Steel Sheet Connected to Studs,18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
4,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
5,Air in Stud Cavity,"1 5/8""½ (41)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
6,"1 5/8""½ x 1 5/8""½ Steel Studs (16""½o.c.) with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
7,Continuous Spray Foam Insulation,"2""½ (51)",0.17 (0.024),R-12 (2.11 RSI),2.8 (39),0.35 (1470),13.7,0.6987,
8,"Full Height Aluminum Window Wall Spandrel System with Insulated Backpan: thermally broken frame, no insulation in mullions2",,,,,,N/A,N/A,
9,Backpan Insulation,Varies,0.24 (0.034),R-8.4 to R-16.8 (1.48 to 2.96 RSI),4 (64),0.20 (850),9.98,0.499,
10,Concrete Slab,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
11,Bypass Insulation,"1""½ (25)",0.20 (0.029),R-5 (0.88 RSI),1.8 (28),0.29 (1220),2.33,0.05825,
12,Aluminum Flashing,14 Gauge,1109 (160),-,171 (2739),0.21 (900),26368,0.052736,
13,"Aluminum Window Wall Vision System: thermally broken frame2, no insulation in mullions, double glazed IGU UCOG= 0.32 BTU/hr?ft2?oF (1.82 W/m2K)",,,,,,129,4.128,
14,Post Insulation,"3""½ (76)",0.24 (0.034),R-12.6 (2.22 RSI),4 (64),0.20 (850),22.7,1.7252,
15,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 1.5.1,,,,,,,,,
"Window Wall System with Insulated Spandrel Panel ""½ Uninsulated Interior Concrete Wall and Intermediate Floor Intersection",,,,,,,,,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),Total EC for thickness,Assembly total EC
1,Interior Films1,-,-,R-0.6 to R-1.1 (0.12 to 0.20 RSI),-,-,0.8,0.0000008,90.2386904
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"1 5/8""½ x 1 5/8""½ Steel Studs with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
4,Air in Sill Stud Cavity,"3 5/8""½ (92)",-,R-0.9 (RSI-0.16),0.075 (1.2),0.24 (1000),0,0,
5,Air in Partition Wall Cavity,"1 5/8""½ (41)",-,R-0.9 (RSI-0.16),0.075 (1.2),0.24 (1000),0,0,
6,Concrete Wall/Floor Slab,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
7,Steel Sheet Connected to Studs,18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
8,Wood Sill,"1 1/4""½ (30)",0.69 (0.10),-,31 (500),0.45 (1880),218,6.54,
9,"Aluminum Window Wall Vision System: thermally broken frame2, no insulation in mullions, double glazed IGU UCOG= 0.32 BTU/hr?ft2?oF (1.82 W/m2K)",,,,,,129,4.128,
10,Backpan insulation,Varies,0.24 (0.034),R-8.4 to R-16.8 (1.48 to 2.96 RSI),4 (64),0.20 (850),9.98,0.499,
11,Aluminum Flashing,14 Gauge,1109 (160),-,171 (2739),0.21 (900),26368,0.052736,
12,Exterior Air Film1,-,-,R-0.2 (0.03 RSI),-,-,0.8,0.0000008,
Detail 1.5.2,,,,,,,,,
"Window Wall System with Insulated Spandrel Panel ""½ Insulated Interior Concrete Wall and Intermediate Floor Intersection",,,,,,,,,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),Total EC for thickness,Assembly total EC
1,Interior Film1,-,-,R-0.6 to R-1.1 (0.12 to 0.20 RSI),-,-,0.8,0.0000008,91.48869041
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"3 5/8""½ x 1 5/8""½ Steel Studs with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
4,Air in Sill Stud Cavity,"3 5/8""½ (92)",-,R-0.9 (RSI-0.16),0.075 (1.2),0.24 (1000),0,0,
5,Rigid Insulation,"1""½ (25)",-,R-5 (0.88 RSI),1.8 (28),0.29 (1220),50,1.25,
6,Concrete Wall/Floor Slab,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
7,Steel Sheet Connected to Studs,18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
8,Wood Sill,"1 1/4""½ (30)",0.69 (0.10),-,31 (500),0.45 (1880),218,6.54,
9,"Aluminum Window Wall Vision System: thermally broken frame2, no insulation in mullions, double glazed IGU UCOG= 0.32 BTU/hr?ft2?oF (1.82 W/m2K)",,,,,,129,4.128,
10,Backpan insulation,Varies,0.24 (0.034),R-8.4 to R-16.8 (1.48 to 2.96 RSI),4 (64),0.20 (850),9.98,0.499,
11,Aluminum Flashing,14 Gauge,1109 (160),-,171 (2739),0.21 (900),26368,0.052736,
12,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 2.1.1,,,,,,,,,
"Conventional Curtain Wall System with Insulated Spandrel Panel and 3 5/8? x 1 5/8? Steel Stud (16? o.c.) ""½ Intermediate Floor Intersection & No Interior Insulation in Stud Cavity",,,,,,,,,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),Total EC for thickness,Assembly total EC
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 to 0.16 RSI),-,-,0.8,0.0000008,81.39135301
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"3 5/8""½ x 1 5/8""½ Steel Studs with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
4,Air in Stud Cavity,"4 5/8""½ (118)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
5,Conventional curtain wall system with insulated back pan (Pressure plates with minimal thermal break)2,,,,,,N/A,N/A,
6,Backpan Insulation,Varies,-,R-8.4 to R-16.8 (1.48 to 2.96 RSI),1.8 (28),0.29 (1220),9.98,0.499,
7,Concrete Slab,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
8,Firestop Insulation,"1""½ (25)",0.24 (0.034),R-4.2 (0.74 RSI),4 (64),0.20 (850),75,1.875,
9,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 2.1.2,,,,,,,,,
"Conventional Curtain Wall System with Insulated Spandrel Panel and 3 5/8? x 1 5/8? Steel Stud (16? o.c.) ""½ Intermediate Floor Intersection & Spray Foam Insulation in Stud Cavity",,,,,,,,,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),Total EC for thickness,Assembly total EC
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 to 0.16 RSI),-,-,0.8,0.0000008,82.09005301
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"3 5/8""½ x 1 5/8""½ Steel Studs with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
4,Air in Stud Cavity,"2 5/8""½ (67)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
5,Conventional curtain wall system with insulated back pan (Pressure plates with minimal thermal break)2,,,,,,N/A,N/A,
6,Backpan Insulation,Varies,-,R-8.4 to R-16.8 (1.48 to 2.96 RSI),1.8 (28),0.29 (1220),9.98,0.499,
7,Concrete Slab,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
8,Firestop Insulation,"1""½ (25)",0.24 (0.034),R-4.2 (0.74 RSI),4 (64),0.20 (850),75,1.875,
9,Spray Foam Insulation,"2""½ (51)",0.17 (0.024),R-12.0 (2.11 RSI),2.4 (39),0.35 (1470),13.7,0.6987,
10,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 2.1.3,,,,,,,,,
"Conventional Curtain Wall System with Vertical and Horizontal Pressure Plates and 5""½ x 5""½ Spandrel Section ""½ Insulated Metal Backpan and Intermediate Floor Intersection",,,,,,,,,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),Total EC for thickness,Assembly total EC
1,Interior Films1,-,-,R-0.6 to R-1.1 (0.12 to 0.20 RSI),-,-,0.8,0.0000008,84.56642131
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Air in Stud Cavity,"3 5/8""½ (92)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
4,"1 5/8""½ x 1 5/8""½ Steel Studs (16""½o.c.) with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
5,Conventional Curtain Wall Vision Section: double glazed IGU with aluminum spacer2,,,,,,129.6,4.1472,
6,"Conventional Curtain Wall Spandrel Section with Backpan Insulation2,3",,,,,,26368.3,0.0263683,
7,Backpan Insulation,"4""½ (100)",0.24 (0.034),R-16.8 (2.96 RSI),4 (64),0.20 (850),9.98,0.998,
8,Concrete Slab,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
9,Mineral Wool Insulation,"1""½ (25)",0.24 (0.034),R-4.2 (0.74 RSI),4 (64),0.20 (850),15.1,0.3775,
10,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 2.1.4,,,,,,,,,
"Conventional Curtain Wall System with Vertical and Horizontal Pressure Plates and 5""½ x 5""½ Spandrel Section ""½ AIM Applications and Intermediate Floor Intersection",,,,,,,,,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),Total EC for thickness,Assembly total EC
1,Interior Films1,-,-,R-0.6 to R-1.1 (0.12 to 0.20 RSI),-,-,0.8,0.0000008,83.54205301
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Air in Stud Cavity,"3 5/8""½ (92)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
4,"1 5/8""½ x 1 5/8""½ Steel Studs (16""½o.c.) with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
5,Conventional Curtain Wall Vision Section: double glazed IGU2,,,,,,129.6,4.1472,
6,"Conventional Curtain Wall Spandrel Section with varied insulation (see A1 to A4 above)2,3",,,,,,N/A,N/A,
7,Concrete Slab,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
8,Mineral Wool Insulation,"1""½ (25)",0.24 (0.034),R-4.2 (0.74 RSI),4 (64),0.20 (850),15.1,0.3775,
9,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 2.1.5,,,,,,,,,
"Conventional Curtain Wall System with Vertical and Horizontal Pressure Plates and 5""½ x 5""½ Spandrel Section ""½ Insulated Metal Backpan and Intermediate Floor Intersection",,,,,,,,,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),Total EC for thickness,Assembly total EC
1,Interior Films1,-,-,R-0.6 to R-1.1 (0.12 to 0.20 RSI),-,-,0.8,0.0000008,80.41922131
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Air in Stud Cavity,"3 5/8""½ (92)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
4,"1 5/8""½ x 1 5/8""½ Steel Studs (16""½o.c.) with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
5,"Conventional Curtain Wall Vision Section: double glazed IGU silicone warm edge spacer""½",,,,,,N/A,N/A,
6,"Conventional Curtain Wall Spandrel Section with Backpan Insulation2,3",,,,,,26368.3,0.0263683,
7,Backpan Insulation,"4""½ (100)",0.24 (0.034),R-16.8 (2.96 RSI),4 (64),0.20 (850),9.98,0.998,
8,Concrete Slab,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
9,Mineral Wool Insulation,"1""½ (25)",0.24 (0.034),R-4.2 (0.74 RSI),4 (64),0.20 (850),15.1,0.3775,
10,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 2.1.6,,,,,,,,,
"Conventional Curtain Wall System with 5""½ x 5""½ Spandrel Section ""½ Alternative Glazing Methods and Intermediate Floor Intersection",,,,,,,,,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),Total EC for thickness,Assembly total EC
1,Interior Films1,-,-,R-0.6 to R-1.1 (0.12 to 0.20 RSI),-,-,0.8,0.0000008,84.19485301
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Air in Stud Cavity,"3 5/8""½ (92)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
4,"1 5/8""½ x 1 5/8""½ Steel Studs (16""½o.c.) with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
5,Conventional Curtain Wall Vision Section: double glazed IGU with silicone warm edge spacer2,,,,,,150,4.8,
6,"Conventional Curtain Wall Spandrel Section with varied insulation (see B1 to B2 above)2,3",,,,,,N/A,N/A,
7,Concrete Slab,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
8,Mineral Wool Insulation,"1""½ (25)",0.24 (0.034),R-4.2 (0.74 RSI),4 (64),0.20 (850),15.1,0.3775,
9,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 2.1.7,,,,,,,,,
"Conventional Curtain Wall System with Vertical and Horizontal Pressure Plates and 5""½ x 5""½ Spandrel Section ""½ Insulated Backpan and Improved Glazing at Intermediate Floor Intersection",,,,,,,,,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),Total EC for thickness,Assembly total EC
1,Interior Films1,-,-,R-0.6 to R-1.1 (0.12 to 0.20 RSI),-,-,0.8,0.0000008,87.61922131
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Air in Stud Cavity,"3 5/8""½ (92)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
4,"1 5/8""½ x 1 5/8""½ Steel Studs (16""½o.c.) with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
5,"Conventional Curtain Wall Vision Section: triple glazed IGU with aluminum spacer""½",,,,,,225,7.2,
6,"Conventional Curtain Wall Spandrel Section with Backpan Insulation2,3",,,,,,26368.3,0.0263683,
7,Backpan Insulation,"4""½ (100)",0.24 (0.034),R-16.8 (2.96 RSI),4 (64),0.20 (850),9.98,0.998,
8,Concrete Slab,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
9,Mineral Wool Insulation,"1""½ (25)",0.24 (0.034),R-4.2 (0.74 RSI),4 (64),0.20 (850),15.1,0.3775,
10,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 2.1.8,,,,,,,,,
"Conventional Curtain Wall System with Vertical and Horizontal Pressure Plates and 5""½ x 5""½ Spandrel Section ""½ AIM Applications and Improved Glazing at Intermediate Floor Intersection",,,,,,,,,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),Total EC for thickness,Assembly total EC
1,Interior Films1,-,-,R-0.6 to R-1.1 (0.12 to 0.20 RSI),-,-,0.8,0.0000008,88.94285301
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Air in Stud Cavity,"3 5/8""½ (92)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
4,"1 5/8""½ x 1 5/8""½ Steel Studs (16""½o.c.) with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
5,"Conventional Curtain Wall Vision Section: triple glazed IGU with silicone warm edge spacer""½",,,,,,225,8.55,
6,"Conventional Curtain Wall Spandrel Section with 1.5""½ (38) AIM between Glass and Backpan Insulation2,3",,,,,,N/A,N/A,
7,Backpan Insulation,"4""½ (100)",0.24 (0.034),R-16.8 (2.96 RSI),4 (64),0.20 (850),9.98,0.998,
8,Concrete Slab,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
9,Mineral Wool Insulation,"1""½ (25)",0.24 (0.034),R-4.2 (0.74 RSI),4 (64),0.20 (850),15.1,0.3775,
10,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 2.1.9,,,,,,,,,
"Conventional Curtain Wall System with Vertical and Horizontal Pressure Plates ""½ Intermediate Mullion and 5""½ x 5""½ Spandrel Section ""½ Insulated Backpan and Intermediate Floor Intersection",,,,,,,,,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),Total EC for thickness,Assembly total EC
1,Interior Films1,-,-,R-0.6 to R-1.1 (0.12 to 0.20 RSI),-,-,0.8,0.0000008,84.54005301
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Air in Stud Cavity,"3 5/8""½ (92)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
4,"1 5/8""½ x 1 5/8""½ Steel Studs (16""½o.c.) with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
5,"Conventional Curtain Wall Vision Section: double glazed IGU with aluminum spacer""½",,,,,,129.6,4.1472,
6,"Conventional Curtain Wall Spandrel with Intermediate Mullion Section and Backpan Insulation2,3",,,,,,N/A,N/A,
7,Backpan Insulation,"4""½ (100)",0.24 (0.034),R-16.8 (2.96 RSI),4 (64),0.20 (850),9.98,0.998,
8,Concrete Slab,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
9,Mineral Wool Insulation,"1""½ (25)",0.24 (0.034),R-4.2 (0.74 RSI),4 (64),0.20 (850),15.1,0.3775,
10,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 2.1.10,,,,,,,,,
"Conventional Curtain Wall System with Vertical and Horizontal Pressure Plates ""½ Intermediate Mullion and 5""½ x 5""½ Spandrel Section ""½ AIM Applications and Intermediate Floor Intersection",,,,,,,,,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),Total EC for thickness,Assembly total EC
1,Interior Films1,-,-,R-0.6 to R-1.1 (0.12 to 0.20 RSI),-,-,0.8,0.0000008,87.94485301
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Air in Stud Cavity,"3 5/8""½ (92)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
4,"1 5/8""½ x 1 5/8""½ Steel Studs (16""½o.c.) with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
5,"Conventional Curtain Wall Vision Section: double glazed (D1 to D3) or Triple Glazed (D4) IGU""½",,,,,,225,8.55,
6,"Conventional Curtain Wall Spandrel Section with varied insulation (see D1 to D4 above)2,3",,,,,,N/A,N/A,
7,Concrete Slab,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
8,Mineral Wool Insulation,"1""½ (25)",0.24 (0.034),R-4.2 (0.74 RSI),4 (64),0.20 (850),15.1,0.3775,
9,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 2.1.11,,,,,,,,,
"Conventional Curtain Wall System with Insulated Spandrel Panel and 3 5/8? x 1 5/8? Steel Stud (16? o.c.) ""½ Slab Intersection & Spray Foam Insulation in Stud Cavity with Thermal Break Under Stud Cavity and at Anchors",,,,,,,,,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),Total EC for thickness,Assembly total EC
1,Interior Film1,-,-,R-0.6 to R-0.9 (0.11 to 0.16 RSI),-,-,0.8,0.0000008,1099.732077
2,Gypsum Board,"1/2"" (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,"3 5/8""½ x 1 5/8""½ Steel Studs with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
4,Spray Foam Insulation,"2""½ (51)",0.17 (0.025),-,2.4 (39),0.35 (1470),13.7,0.6987,
5,Air in Stud Cavity,"2 5/8""½ (67)",-,R-0.9 (0.16 RSI),0.075 (1.2),0.24 (1000),0,0,
6,Conventional curtain wall system with insulated back pan (Pressure plates with minimal thermal break)2,,,,,,N/A,N/A,
7,Backpan Insulation,-,-,R-15.0 (2.64 RSI),1.8 (28),0.29 (1220),9.98,0.00000998,
8,Concrete Slab,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
9,Steel Anchor at vertical mullions,-,347 (50),-,489 (7830),0.12 (500),16014,0.016014,
10,Armatherm FRR,"3/8""½ (10)",1.4 (0.20),-,85 (5.3),-,17000,170,
11,Armatherm 500,"2""½ (50)",0.32 (0.05),R-6.2 (1.09 RSI),-,-,17000,850,
12,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 2.1.12,,,,,,,,,
"Conventional Curtain Wall System with Insulated Spandrel Panel and 3 5/8""½ x 1 5/8""½ Steel Studs (16""½ o.c.) ""½ Slab Intersection & No Metal Back Pan",,,,,,,,,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),Total EC for thickness,Assembly total EC
1,Interior Film1,-,-,R-0.6 to R-1.1 (0.11 to 0.20 RSI),-,-,0.8,0.0000008,900.437957
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Air in Stud Cavity,"3 5/8""½ (92)",-,R-0.9 (RSI-0.16),0.075 (1.2),0.24 (1000),0,0,
4,"3 5/8""½ x 1 5/8""½ Steel Studs with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
5,Conventional Curtain Wall Vision Section: double glazed IGU with warm edge spacer2,,,,,,130,4.16,
6,Conventional Curtain Wall Spandrel Section with Spandrel Insulation2,,,,,,N/A,N/A,
7,Spandrel Insulation Stiffeners,22 Gauge,430 (62),-,489 (7830),0.12 (500),16104,0.016104,
8,Spandrel Insulation,"2""½ (51)",-,R-8.4 (1.48 RSI),1.8 (28),0.29 (1220),16014,816.714,
9,Mullion Wrap Insulation,With and Without,-,R-8.4 (1.48 RSI),1.8 (28),0.29 (1220),9.98,0.3493,
10,Concrete Slab,"8""½ (203)",12.5 (1.8),-,140 (2250),0.20 (850),389,78.967,
11,Mineral Wool Insulation,"1""½",0.24 (0.034),-,1.8 (28),0.29 (1220),15.1,0.1812,
12,Exterior Film1,-,-,R-0.2 (0.03 RSI),-,-,0.81,0.00000081,
Detail 2.1.13,,,,,,,,,
"Conventional Curtain Wall System with Insulated Spandrel Panel and 3 5/8""½ x 1 5/8""½ Steel Studs (16""½ o.c.) ""½ Slab Intersection & Metal Back Pan Connected to Side of Frame",,,,,,,,,
ID,Component,Thickness Inches (mm),Conductivity Btu?in / ft2?hr?oF (W/m K),Nominal Resistance hr?ft2?oF/Btu (m2K/W),Density lb/ft3 (kg/m3),Specific Heat Btu/lb?oF (J/kg K),kgCO2e/m2 (A1-A3),Total EC for thickness,Assembly total EC
1,Interior Film1,-,-,R-0.6 to R-1.1 (0.11 to 0.20 RSI),-,-,0.8,0.0000008,83.88392101
2,Gypsum Board,"1/2""½ (13)",1.1 (0.16),R-0.5 (0.08 RSI),50 (800),0.26 (1090),3.75,0.04875,
3,Air in Stud Cavity,"3 5/8""½ (92)",-,R-0.9 (RSI-0.16),0.075 (1.2),0.24 (1000),0,0,
4,"3 5/8""½ x 1 5/8""½ Steel Studs with Top and Bottom Tracks",18 Gauge,430 (62),-,489 (7830),0.12 (500),16014,0.0016014,
